Id_emp,Name,Last_name,birth_date,gender,area,salary,email,type
07-4432399,Leopold,Aysh,1991-05-24,male,Accounting,111756,Leopold_Ay.R@example.com,REMOTE
85-9860362,Ediva,Baack,1975-07-24,female,Engineering,72058,Ediva_Ba.H@example.com,HYBRID
66-1464806,Wallie,Baalham,1988-10-14,female,"Human Resources",69632,Wallie_Ba.H@example.com,HYBRID
30-0601421,Benedicta,Baalham,1971-08-07,male,"Human Resources",96470,Benedicta_Ba.R@example.com,REMOTE
70-3095198,Christoforo,Babar,1999-11-02,male,Engineering,132904,Christoforo_Ba.R@example.com,REMOTE
40-4221173,Dallas,Babar,1975-11-28,female,Support,69215,Dallas_Ba.R@example.com,REMOTE
76-0071525,Kylynn,Babbs,1967-02-22,female,Training,105939,Kylynn_Ba.R@example.com,REMOTE
24-3400361,Nil,Babe,1972-04-30,male,"Research and Development",119677,Nil_Ba.R@example.com,REMOTE
36-6417671,Rebeca,Babidge,1988-02-21,male,Training,162132,Rebeca_Ba.H@example.com,HYBRID
53-8718018,Coreen,Babinski,1979-07-16,male,Accounting,108575,Coreen_Ba.R@example.com,REMOTE
53-7221813,Sloane,Babon,1994-09-06,male,Engineering,102804,Sloane_Ba.R@example.com,REMOTE
33-8243464,Lissa,Babonau,1983-08-28,female,"Business Development",130709,Lissa_Ba.H@example.com,HYBRID
12-9084841,Myrwyn,Babst,1978-10-10,male,Engineering,182063,Myrwyn_Ba.H@example.com,HYBRID
39-5299301,Baillie,Babst,2000-09-22,female,Training,110989,Baillie_Ba.H@example.com,HYBRID
78-0857021,Saidee,Bacchus,1979-07-30,female,Accounting,79211,Saidee_Ba.H@example.com,HYBRID
83-0423840,Evonne,Bach,1993-08-21,male,"Human Resources",105025,Evonne_Ba.H@example.com,HYBRID
10-1014143,Ugo,Bachelar,1987-08-02,male,Accounting,162511,Ugo_Ba.H@example.com,HYBRID
94-7706414,Vladamir,Bachelar,1975-04-11,female,Engineering,84291,Vladamir_Ba.H@example.com,HYBRID
76-3742580,Darn,Bachs,2000-10-12,male,Engineering,72259,Darn_Ba.R@example.com,REMOTE
06-8752052,Birgit,Bachshell,1974-12-22,male,"Business Development",89138,Birgit_Ba.H@example.com,HYBRID
99-5753130,Felicity,Bachura,1994-03-30,male,Engineering,168670,Felicity_Ba.H@example.com,HYBRID
50-4543324,Pierre,Backe,2000-12-29,male,Accounting,88786,Pierre_Ba.H@example.com,HYBRID
53-0016889,Meriel,Backe,1992-09-04,female,Services,88278,Meriel_Ba.H@example.com,HYBRID
90-2901952,Hector,Backhouse,1986-05-27,male,Training,87054,Hector_Ba.R@example.com,REMOTE
88-5327153,Mair,Backhurst,1997-11-13,male,"Product Management",153284,Mair_Ba.R@example.com,REMOTE
58-3792449,Olimpia,Backhurst,1979-11-05,male,Sales,158166,Olimpia_Ba.H@example.com,HYBRID
90-5164569,Diandra,Backler,1968-09-23,male,Accounting,132159,Diandra_Ba.H@example.com,HYBRID
29-1794118,Hardy,Backler,1972-06-13,male,Services,89554,Hardy_Ba.H@example.com,HYBRID
09-5272023,Martino,Backman,1985-10-20,male,Training,151938,Martino_Ba.R@example.com,REMOTE
93-8634452,Carlita,Backs,1979-08-22,male,"Business Development",81434,Carlita_Ba.R@example.com,REMOTE
13-7682883,Clark,Backshell,1987-06-19,male,Accounting,146592,Clark_Ba.H@example.com,HYBRID
37-1536984,Saba,Bacon,1971-02-23,male,"Human Resources",150713,Saba_Ba.H@example.com,HYBRID
37-9476367,Stephie,Bacon,1966-01-12,male,"Research and Development",84561,Stephie_Ba.H@example.com,HYBRID
19-1303362,Yasmin,Badam,2001-07-23,male,Engineering,132117,Yasmin_Ba.H@example.com,HYBRID
47-5576784,Doreen,Baddam,1993-09-01,female,Accounting,151915,Doreen_Ba.R@example.com,REMOTE
68-4712524,Karla,Baddam,1979-06-17,female,Engineering,119376,Karla_Ba.H@example.com,HYBRID
27-8375980,Babb,Badder,1976-09-23,female,Engineering,155942,Babb_Ba.H@example.com,HYBRID
86-2579350,Norbert,Badder,1982-07-22,female,"Research and Development",82519,Norbert_Ba.H@example.com,HYBRID
16-7892916,Tildy,Baddoe,1984-12-24,male,"Business Development",166384,Tildy_Ba.R@example.com,REMOTE
98-0592630,Nisse,Badger,1985-11-22,female,Engineering,178437,Nisse_Ba.R@example.com,REMOTE
17-4134716,Sutton,Badger,1974-06-20,male,"Human Resources",158138,Sutton_Ba.H@example.com,HYBRID
51-4123470,Torey,Badger,1991-03-28,male,Sales,87922,Torey_Ba.H@example.com,HYBRID
95-3642314,Briney,Badgers,1991-03-01,male,"Business Development",86287,Briney_Ba.H@example.com,HYBRID
88-7198956,Lurline,Badman,1998-04-22,male,Services,68864,Lurline_Ba.H@example.com,HYBRID
67-2501522,Codie,Badrick,1977-05-18,female,Accounting,109916,Codie_Ba.H@example.com,HYBRID
40-7700897,Frederique,Baford,1996-05-29,male,Training,165508,Frederique_Ba.R@example.com,REMOTE
33-3091127,Cindie,Bagg,1991-03-10,male,Engineering,98909,Cindie_Ba.R@example.com,REMOTE
04-7312784,Clovis,Baggaley,1987-07-26,female,Accounting,92876,Clovis_Ba.H@example.com,HYBRID
22-7493591,Jackie,Baggarley,1991-09-18,male,Accounting,92199,Jackie_Ba.R@example.com,REMOTE
50-8954463,Yettie,Baggott,1968-02-27,female,"Business Development",78985,Yettie_Ba.H@example.com,HYBRID
47-2833994,Codie,Bagguley,2001-08-16,male,"Human Resources",131557,Codie_Ba.R@example.com,REMOTE
71-4244255,Britt,Bagley,1979-01-16,male,Training,169290,Britt_Ba.R@example.com,REMOTE
83-0874471,Stacee,Bagnold,2000-10-22,female,Services,88358,Stacee_Ba.H@example.com,HYBRID
18-0559717,Umeko,Bagot,2000-09-06,male,"Human Resources",155524,Umeko_Ba.H@example.com,HYBRID
28-2421244,Kathrine,Bagot,1968-08-24,female,"Product Management",96874,Kathrine_Ba.H@example.com,HYBRID
67-8599327,Madison,Bagott,1970-07-11,male,Engineering,175965,Madison_Ba.R@example.com,REMOTE
52-2971700,Kyle,Bagshaw,1997-12-06,male,Support,130438,Kyle_Ba.R@example.com,REMOTE
49-8725932,Aurilia,Bahl,2000-10-02,female,Engineering,180663,Aurilia_Ba.R@example.com,REMOTE
88-8893649,Olympe,Bahlmann,1969-06-24,female,Legal,145603,Olympe_Ba.R@example.com,REMOTE
05-6784721,Brand,Bahls,1992-03-16,male,"Research and Development",166959,Brand_Ba.R@example.com,REMOTE
44-6908446,Rosanne,Baiden,1999-03-12,male,"Human Resources",171854,Rosanne_Ba.R@example.com,REMOTE
64-0101683,Ivonne,Baike,1980-02-11,male,Support,116091,Ivonne_Ba.R@example.com,REMOTE
81-6555339,Florida,Baile,2002-06-16,male,Sales,132642,Florida_Ba.H@example.com,HYBRID
52-6742038,Itch,Bailey,1992-06-29,male,"Business Development",155183,Itch_Ba.R@example.com,REMOTE
01-8019865,Marline,Bailiss,2002-04-18,male,Engineering,105827,Marline_Ba.H@example.com,HYBRID
92-6311955,Keeley,Bails,1970-08-15,male,Services,164512,Keeley_Ba.R@example.com,REMOTE
76-8588042,Edgardo,Bain,1989-12-25,female,"Business Development",75139,Edgardo_Ba.H@example.com,HYBRID
09-3305736,Sheffy,Bainbridge,1989-08-18,male,Engineering,170089,Sheffy_Ba.H@example.com,HYBRID
52-3982627,Audry,Baine,1999-08-20,female,"Business Development",71699,Audry_Ba.R@example.com,REMOTE
52-4795037,Darell,Baines,1981-12-09,female,Engineering,97424,Darell_Ba.R@example.com,REMOTE
78-0484569,Adlai,Bairstow,1969-11-06,male,Sales,148906,Adlai_Ba.R@example.com,REMOTE
58-1483153,Warren,Baise,2001-12-14,male,Sales,149384,Warren_Ba.H@example.com,HYBRID
72-6956848,Jade,Baiss,1989-03-12,male,Sales,149408,Jade_Ba.H@example.com,HYBRID
21-5371812,Ernaline,Baistow,1992-03-30,female,Engineering,161157,Ernaline_Ba.R@example.com,REMOTE
47-3760796,Lilyan,Baitey,1981-10-15,female,Sales,92332,Lilyan_Ba.R@example.com,REMOTE
11-5509813,George,Bakesef,1968-12-06,female,Services,76135,George_Ba.R@example.com,REMOTE
12-0579002,Taryn,Bakesef,1997-07-17,male,Services,143513,Taryn_Ba.R@example.com,REMOTE
81-9341439,Linea,Bakewell,1972-01-13,male,"Product Management",105614,Linea_Ba.H@example.com,HYBRID
81-1860674,Amalee,Bakhrushin,1972-08-19,male,Accounting,106334,Amalee_Ba.H@example.com,HYBRID
12-7135490,Gabie,Bakhrushkin,1967-09-09,female,"Business Development",104853,Gabie_Ba.H@example.com,HYBRID
31-6881670,Merry,Balaison,1969-07-18,male,Engineering,121589,Merry_Ba.H@example.com,HYBRID
44-6757074,Molly,Balaisot,1975-11-17,male,"Human Resources",145187,Molly_Ba.R@example.com,REMOTE
20-7935540,Jelene,Balaizot,1991-06-19,female,Accounting,81579,Jelene_Ba.H@example.com,HYBRID
26-9566713,Sile,Balas,1966-11-03,male,Services,69181,Sile_Ba.H@example.com,HYBRID
66-3015935,Gay,Balasin,1980-09-27,male,Accounting,81546,Gay_Ba.R@example.com,REMOTE
91-6213640,Dyan,Balassi,2002-05-09,male,Engineering,181462,Dyan_Ba.H@example.com,HYBRID
75-8171493,Crista,Balazot,2001-08-27,male,Engineering,163250,Crista_Ba.H@example.com,HYBRID
37-1382757,Romy,Balbeck,1973-05-20,male,Engineering,156075,Romy_Ba.R@example.com,REMOTE
64-5126922,Susanne,Balch,1976-01-11,female,Engineering,70732,Susanne_Ba.H@example.com,HYBRID
25-5332906,Agnese,Balch,1994-08-31,female,Training,139706,Agnese_Ba.H@example.com,HYBRID
50-8482221,Harri,Balcock,1996-10-12,male,"Research and Development",74156,Harri_Ba.R@example.com,REMOTE
01-1097895,Sayer,Balcock,1992-04-08,female,Sales,69554,Sayer_Ba.R@example.com,REMOTE
56-5947766,Archaimbaud,Balcombe,1978-07-27,female,Training,85277,Archaimbaud_Ba.R@example.com,REMOTE
52-3078658,Alley,Balcon,1987-12-16,female,Accounting,78079,Alley_Ba.H@example.com,HYBRID
33-1031424,Lynnett,Balcon,1967-03-25,male,"Business Development",111198,Lynnett_Ba.R@example.com,REMOTE
66-2937490,Ninnette,Baldassi,1993-10-24,male,Engineering,109614,Ninnette_Ba.R@example.com,REMOTE
83-2669776,Hermione,Baldcock,1971-01-31,female,Support,107306,Hermione_Ba.H@example.com,HYBRID
93-5984193,Everett,Baldelli,2000-01-13,male,Engineering,80262,Everett_Ba.H@example.com,HYBRID
09-8739842,Charmine,Baldelli,1999-08-29,male,Services,167730,Charmine_Ba.R@example.com,REMOTE
12-9126376,Joby,Balden,1979-09-09,female,Services,86144,Joby_Ba.R@example.com,REMOTE
33-7354858,Birgitta,Baldetti,1975-02-03,male,Engineering,184799,Birgitta_Ba.R@example.com,REMOTE
55-1134869,Roy,Baldin,1999-11-05,male,"Business Development",67066,Roy_Ba.R@example.com,REMOTE
35-5424204,Eleonore,Baldini,1995-08-31,female,Sales,85062,Eleonore_Ba.R@example.com,REMOTE
46-5881602,Wilburt,Baldoni,1979-09-23,female,Engineering,125054,Wilburt_Ba.H@example.com,HYBRID
71-4700123,Dahlia,Baldrey,1990-12-05,male,Engineering,138042,Dahlia_Ba.H@example.com,HYBRID
58-8409962,Thane,Baldrick,1993-05-01,female,Support,110036,Thane_Ba.H@example.com,HYBRID
89-3263262,Vincents,Baldry,1974-09-01,female,"Business Development",142785,Vincents_Ba.H@example.com,HYBRID
82-3737357,Lorry,Balducci,1999-02-08,female,Engineering,91570,Lorry_Ba.R@example.com,REMOTE
26-4336801,Brandie,Balffye,1984-03-16,male,"Research and Development",126449,Brandie_Ba.R@example.com,REMOTE
72-3483619,Kearney,Balfour,1973-12-10,female,"Research and Development",148206,Kearney_Ba.R@example.com,REMOTE
26-9639352,Caro,Balk,1971-02-12,female,Sales,105891,Caro_Ba.R@example.com,REMOTE
77-9424010,Jon,Balke,1980-04-03,female,Support,142733,Jon_Ba.R@example.com,REMOTE
79-6225986,Bern,Balkwill,1975-05-11,male,Accounting,127231,Bern_Ba.R@example.com,REMOTE
18-7663449,Jessie,Ball,1990-07-02,female,Legal,115421,Jessie_Ba.H@example.com,HYBRID
77-8132875,Tine,Ballach,1998-06-10,female,Engineering,98629,Tine_Ba.H@example.com,HYBRID
77-7058096,Sybyl,Ballam,1999-09-18,female,Engineering,174242,Sybyl_Ba.R@example.com,REMOTE
78-9526269,Kirsten,Ballance,1978-01-31,female,Engineering,79393,Kirsten_Ba.H@example.com,HYBRID
21-7150852,Averill,Ballance,1975-03-07,female,Engineering,162907,Averill_Ba.H@example.com,HYBRID
37-3462648,Kane,Ballefant,1968-06-29,male,"Business Development",151104,Kane_Ba.H@example.com,HYBRID
31-3064602,Milty,Ballefant,1987-07-13,female,"Human Resources",81376,Milty_Ba.R@example.com,REMOTE
03-6480837,Dion,Ballham,1989-06-05,female,Accounting,166059,Dion_Ba.H@example.com,HYBRID
33-0069707,Antonietta,Ballin,1984-11-11,male,Services,126924,Antonietta_Ba.H@example.com,HYBRID
31-9925227,Violetta,Ballingal,1966-02-13,male,Engineering,66809,Violetta_Ba.H@example.com,HYBRID
52-0002931,Hayden,Ballinger,1966-08-30,female,Engineering,157444,Hayden_Ba.R@example.com,REMOTE
12-2820578,Ferrel,Ballintyne,1994-01-04,male,Support,130133,Ferrel_Ba.R@example.com,REMOTE
06-0192116,Golda,Balloch,1978-12-10,female,"Human Resources",114624,Golda_Ba.H@example.com,HYBRID
24-8238175,Yankee,Ballston,1991-07-25,female,Sales,150004,Yankee_Ba.H@example.com,HYBRID
09-3688591,Melinda,Balm,1968-06-03,female,Accounting,66473,Melinda_Ba.H@example.com,HYBRID
26-6034541,Ulrich,Balm,1970-09-27,male,Accounting,152920,Ulrich_Ba.H@example.com,HYBRID
33-7110873,Case,Balm,1999-03-14,male,"Human Resources",162964,Case_Ba.R@example.com,REMOTE
15-5925029,Sile,Balm,1999-12-24,male,"Human Resources",97190,Sile_Ba.H@example.com,HYBRID
62-0682968,Morgen,Balma,1985-08-23,male,Engineering,83961,Morgen_Ba.R@example.com,REMOTE
76-4602617,Dorri,Balmadier,1979-07-29,female,"Human Resources",126097,Dorri_Ba.R@example.com,REMOTE
62-2555272,Murray,Balmadier,1997-09-16,male,Support,158610,Murray_Ba.R@example.com,REMOTE
67-5733765,Vannie,Balmadier,1983-04-22,male,Training,107627,Vannie_Ba.H@example.com,HYBRID
54-5092300,Giustino,Balmforth,1971-10-26,female,"Human Resources",143985,Giustino_Ba.R@example.com,REMOTE
56-5292430,Trix,Balnaves,1971-08-21,female,"Business Development",137236,Trix_Ba.R@example.com,REMOTE
01-2097413,Hugues,Balog,1975-12-19,male,Engineering,133393,Hugues_Ba.H@example.com,HYBRID
71-0684812,Binnie,Balser,1993-11-23,male,Engineering,121318,Binnie_Ba.R@example.com,REMOTE
60-3352594,Avie,Balshen,2001-11-09,female,Accounting,154603,Avie_Ba.R@example.com,REMOTE
23-5160130,Jessee,Balsom,1977-08-08,male,Sales,174866,Jessee_Ba.H@example.com,HYBRID
80-1470654,Orel,Balstone,1999-05-02,male,Accounting,140255,Orel_Ba.R@example.com,REMOTE
48-3946582,Jacinthe,Balstone,1977-12-09,male,Engineering,173229,Jacinthe_Ba.R@example.com,REMOTE
55-9027079,Simone,Balthasar,1979-03-16,female,Engineering,150913,Simone_Ba.H@example.com,HYBRID
56-0152909,Harbert,Bamber,1972-01-02,male,"Business Development",127964,Harbert_Ba.H@example.com,HYBRID
49-8331540,Conni,Bamber,1992-11-08,male,Engineering,136345,Conni_Ba.R@example.com,REMOTE
93-5193597,Roxie,Bambrick,2001-08-31,female,Accounting,84991,Roxie_Ba.H@example.com,HYBRID
83-5117105,Currey,Bambrough,1973-05-18,male,Accounting,103146,Currey_Ba.H@example.com,HYBRID
07-6023860,Edward,Bambury,1966-11-17,male,"Business Development",112873,Edward_Ba.H@example.com,HYBRID
06-9691220,Shannah,Bamfield,1979-12-06,female,Services,158097,Shannah_Ba.R@example.com,REMOTE
48-7475639,Lindi,Bamforth,2000-06-30,male,Engineering,170244,Lindi_Ba.H@example.com,HYBRID
77-0820139,Dierdre,Bamlett,1995-02-07,male,Engineering,104198,Dierdre_Ba.R@example.com,REMOTE
78-7435440,Willard,Bampkin,2000-08-07,male,Accounting,173665,Willard_Ba.R@example.com,REMOTE
52-2387554,Brunhilde,Banane,1977-12-15,male,Support,148028,Brunhilde_Ba.H@example.com,HYBRID
00-4971801,Temple,Banasevich,1991-05-14,female,Engineering,131359,Temple_Ba.H@example.com,HYBRID
29-1089613,Fergus,Banaszczyk,1969-11-17,female,Accounting,152583,Fergus_Ba.R@example.com,REMOTE
50-0589954,Dareen,Banaszewski,1966-05-06,female,Accounting,129672,Dareen_Ba.H@example.com,HYBRID
36-2624429,Dean,Banaszkiewicz,1978-11-19,male,Accounting,79005,Dean_Ba.H@example.com,HYBRID
76-5137137,Kory,Banaszkiewicz,1978-12-20,female,Engineering,76313,Kory_Ba.R@example.com,REMOTE
67-9014220,Renard,Banaszkiewicz,1987-08-22,male,Training,96529,Renard_Ba.R@example.com,REMOTE
02-9168361,Charlotte,Banbrick,1987-04-13,male,"Research and Development",115061,Charlotte_Ba.H@example.com,HYBRID
03-1270313,Mayne,Banbrick,1967-08-04,female,Sales,144196,Mayne_Ba.R@example.com,REMOTE
36-4799436,Minerva,Banbrigge,1976-05-12,female,Sales,126715,Minerva_Ba.R@example.com,REMOTE
63-5260584,Beau,Bandey,1989-03-24,male,"Human Resources",145173,Beau_Ba.H@example.com,HYBRID
39-1651508,Darius,Bandy,2001-07-15,male,Engineering,139694,Darius_Ba.R@example.com,REMOTE
02-0702454,Shayne,Banford,1990-10-18,female,Sales,123399,Shayne_Ba.H@example.com,HYBRID
21-0875923,Lura,Bangiard,1986-03-28,female,Auditing,165986,Lura_Ba.H@example.com,HYBRID
58-1068708,Juliette,Banishevitz,1998-02-09,female,Accounting,86974,Juliette_Ba.H@example.com,HYBRID
49-2824708,Neddie,Banker,1982-07-05,male,Engineering,155206,Neddie_Ba.H@example.com,HYBRID
03-0756081,Terencio,Bann,1976-05-15,male,Engineering,78630,Terencio_Ba.H@example.com,HYBRID
30-3393269,Dottie,Bann,2002-01-15,female,"Human Resources",118162,Dottie_Ba.R@example.com,REMOTE
63-2145152,Sheila-kathryn,Bannell,1973-03-22,male,Services,148075,Sheila-kathryn_Ba.H@example.com,HYBRID
23-0567646,Glynda,Banner,1985-05-19,female,Engineering,131894,Glynda_Ba.R@example.com,REMOTE
80-4468570,Royall,Bannister,1987-11-14,female,"Business Development",95539,Royall_Ba.R@example.com,REMOTE
44-8206645,Analiese,Bannon,1965-12-11,female,Engineering,144165,Analiese_Ba.H@example.com,HYBRID
76-0851298,Harriet,Bantick,1978-10-11,female,Accounting,79104,Harriet_Ba.H@example.com,HYBRID
08-4292923,Barr,Bantock,1985-04-19,male,Accounting,88042,Barr_Ba.H@example.com,HYBRID
65-6172797,Valle,Banville,1981-01-25,female,Services,122439,Valle_Ba.R@example.com,REMOTE
13-0065303,Marchelle,Banyard,2001-01-19,female,Engineering,94464,Marchelle_Ba.H@example.com,HYBRID
30-7527273,Delilah,Baptie,1979-07-22,male,Marketing,176206,Delilah_Ba.R@example.com,REMOTE
65-4696729,Boonie,Baptista,1974-04-12,male,Accounting,126091,Boonie_Ba.R@example.com,REMOTE
22-6253917,Iona,Baptista,1994-06-24,female,"Business Development",160216,Iona_Ba.R@example.com,REMOTE
02-0157039,Meghan,Baptiste,1999-04-07,female,"Product Management",94197,Meghan_Ba.R@example.com,REMOTE
15-0923956,Debor,Barabisch,1975-04-03,male,Accounting,178621,Debor_Ba.H@example.com,HYBRID
81-2050021,Rina,Barabisch,1978-11-10,male,"Human Resources",102588,Rina_Ba.R@example.com,REMOTE
60-5355673,Madelyn,Barabisch,1989-07-14,female,Services,129139,Madelyn_Ba.H@example.com,HYBRID
02-8537525,Conrado,Baradel,1967-06-19,female,Sales,76935,Conrado_Ba.R@example.com,REMOTE
70-3772650,Roldan,Baraja,2000-01-02,male,Engineering,85570,Roldan_Ba.R@example.com,REMOTE
35-1711431,Ellen,Barajaz,1979-07-19,female,Accounting,106402,Ellen_Ba.R@example.com,REMOTE
81-0539703,Westleigh,Barbara,1984-02-17,male,"Research and Development",147124,Westleigh_Ba.H@example.com,HYBRID
56-2501774,Millicent,Barbery,1966-12-30,male,Engineering,129533,Millicent_Ba.H@example.com,HYBRID
50-3787033,Asia,Barca,1977-01-27,male,Sales,182278,Asia_Ba.H@example.com,HYBRID
39-8089875,Der,Barca,1971-03-10,female,Sales,143703,Der_Ba.R@example.com,REMOTE
83-4840803,Flossie,Barca,1986-05-09,male,Training,74241,Flossie_Ba.R@example.com,REMOTE
96-0827624,Philbert,Barclay,1969-12-03,male,"Product Management",122790,Philbert_Ba.R@example.com,REMOTE
45-2459212,Daisey,Barden,1971-10-31,male,"Product Management",92661,Daisey_Ba.H@example.com,HYBRID
83-3329231,Steward,Bardwall,1967-06-12,male,Accounting,180520,Steward_Ba.R@example.com,REMOTE
47-0234063,Clem,Bardwall,1965-10-25,female,Sales,139892,Clem_Ba.R@example.com,REMOTE
66-8627706,Rollin,Bareham,1971-12-05,female,"Business Development",120986,Rollin_Ba.H@example.com,HYBRID
45-9616013,Patrick,Bareham,1994-08-02,female,Engineering,87493,Patrick_Ba.R@example.com,REMOTE
35-4474992,Craggie,Bareham,1975-02-22,male,Sales,90470,Craggie_Ba.R@example.com,REMOTE
18-0124949,Nikola,Barens,1990-07-02,male,Engineering,159311,Nikola_Ba.R@example.com,REMOTE
81-9790250,Rudd,Barense,1987-08-16,male,"Human Resources",152944,Rudd_Ba.R@example.com,REMOTE
53-3069746,Cherilynn,Barensen,1980-05-08,male,Engineering,157054,Cherilynn_Ba.H@example.com,HYBRID
42-3491908,Lou,Barensen,1988-01-10,female,Engineering,131979,Lou_Ba.H@example.com,HYBRID
01-2937041,Hussein,Barff,1997-09-25,male,Accounting,76381,Hussein_Ba.H@example.com,HYBRID
77-7264101,Tally,Barfford,1987-11-04,female,"Product Management",85195,Tally_Ba.R@example.com,REMOTE
73-8821603,Beverlie,Barfoot,1967-12-01,female,Engineering,113195,Beverlie_Ba.H@example.com,HYBRID
64-3428672,Bernetta,Barford,1976-02-19,female,Legal,74311,Bernetta_Ba.H@example.com,HYBRID
31-4436716,Carny,Bargery,1989-12-12,male,Accounting,120385,Carny_Ba.H@example.com,HYBRID
51-3266437,Byran,Bargh,1988-11-12,female,Engineering,124759,Byran_Ba.H@example.com,HYBRID
07-8284449,Templeton,Barhams,1996-04-16,female,Engineering,99153,Templeton_Ba.R@example.com,REMOTE
83-5418987,Osgood,Barhems,1999-06-29,male,Training,152133,Osgood_Ba.R@example.com,REMOTE
84-5166071,Cyrille,Baribal,1996-01-12,female,Support,70388,Cyrille_Ba.R@example.com,REMOTE
